Track,Danceability_scaled,Loudness_scaled,Cluster
Gimme! Gimme! Gimme! (A Man After Midnight),0.7682862591598896,-0.5582136550370003,1
Mamma Mia,0.7682862591598896,0.09355443134349069,1
Angeleyes,0.5811217291104821,0.32034211646832117,1
The Winner Takes It All,-1.0721649529926147,0.1583861282867846,0
Take A Chance On Me,0.36276311071950756,-0.18056285763347815,1
Lay All Your Love On Me,0.3253302047096261,-0.11178702703583959,1
Waterloo,-1.128314312007437,0.667672386404067,0
Chiquitita,-0.7851793402501904,-0.17686523233253013,0
Super Trouper,0.8618685241845933,-0.2177856189963579,1
My Way,-1.402822289413234,-0.01663480262476937,0
Santa Claus Is Comin' to Town,0.12568803932359152,-1.12567588455587,1
Strangers In The Night,-2.288734398313762,-0.21803212734975477,0
10:35,0.4376289227392698,0.40859210698428794,1
The Motto,0.7994803475014575,0.6812303458408776,1
Don't Be Shy,0.8993014301944747,0.8979111884764492,1
Lay Low,-0.5730595395275287,0.6082638732354974,0
The Business,1.0739883249072548,0.07679186331252505,1
Hot In It,0.762047441491576,0.5695620617522382,1
Pump It Louder,0.21303148667998165,1.2615110097363678,1
Another Love - Tiësto Remix,1.0240777835607462,0.6669328613438775,1
Baila Conmigo,0.163120945333473,0.24145944338142375,1
Jackie Chan,0.7558086238232624,1.1150850478188141,1
Cold Heart - PNAU Remix,1.0552718719023142,0.26389170354051006,1
I'm Still Standing,-0.7602240695769361,0.13003766764618074,0
Hold Me Closer,0.2005538513433545,0.6841884460816362,1
"Rocket Man (I Think It's Going To Be A Long, Long Time)",-0.15505875575051956,-0.42608517761644693,0
Your Song,-0.4482831861612571,-0.8966696242504704,0
Don't Go Breaking My Heart,0.6435099057936179,-0.35336521336446325,1
Tiny Dancer,-1.3217176597251579,-0.9136787006348325,0
Step Into Christmas,-0.6229700808740374,0.44532185164037463,0
Goodbye Yellow Brick Road - Remastered 2014,-0.4170890978196892,-0.0792479243874942,0
Merry Christmas,-0.1987304794287146,1.3243706398524893,0
Ni**as In Paris,1.0178389658924327,0.4556752024830299,1
Empire State Of Mind,-0.8413286992650126,1.4426946494828357,0
Numb / Encore,0.3814795637244483,0.7731779616577926,1
Run This Town,0.03834459196720141,1.3776164441861452,1
No Church In The Wild,0.17559858067010015,-0.02920672864799371,1
4:44,-2.2762567629771344,0.597910522392842,0
03' Bonnie & Clyde,0.8306744358430254,0.5527994937212726,1
Otis,0.7994803475014575,0.6506633100197047,1
Gotta Have It,0.7121369001450674,0.11154954114143929,1
Love All (with JAY-Z),0.6497487234619315,0.4803260378226853,1
Creepin' (with The Weeknd & 21 Savage),0.5561664584372278,0.34154183486042494,1
Rich Flex,-0.40461146248306207,-0.48105654042387885,0
Jimmy Cooks (feat. 21 Savage),-0.6042536278690966,0.6605236441555669,0
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],0.281658481031431,0.44951249364811596,1
Pussy & Millions (feat. Travis Scott),0.7682862591598896,0.1820509302128539,1
Glock In My Lap,1.3796903906546196,0.2345572094863201,1
On BS,1.3422574846447382,-0.24095740421563436,1
Major Distribution,1.760258268421748,-0.7642946384765202,1
Spin Bout U,0.9180178831994155,0.2476221522163375,1
Knife Talk (with 21 Savage ft. Project Pat),1.3921680259912468,-0.5394790201788624,1
Bound 2,-1.6149420901358957,1.1264244320750556,0
Heartless,1.0240777835607462,0.3469650186351492,1
Flashing Lights,0.08201631564539646,-0.046215805032355985,1
Ni**as In Paris,1.0178389658924327,0.4556752024830299,1
Father Stretch My Hands Pt. 1,0.61231581745205,0.8079356394867067,1
Stronger,-0.05523767305750229,-0.1152381439833912,0
I Wonder,-0.5231489981810201,-0.31417038517441087,0
Violent Crimes,0.2691808456948038,0.16430232876830192,1
Homecoming,0.25670321035817667,0.08172203038045604,1
Gold Digger,0.019628138962260667,0.4482799518811332,1
Ahora Te Puedes Marchar,0.9616896068776105,0.9139342314472254,1
La Incondicional,-1.5712703664577008,0.7490201430249301,0
Hasta Que Me Olvides,0.09449395098202362,-0.12164736117170179,1
La Media Vuelta,0.03210577429888783,-0.3444909126421874,1
Por Debajo De La Mesa,-1.402822289413234,-0.06223884800313193,0
Tengo Todo Excepto a Ti,-0.5231489981810201,-0.18006984092668532,0
No Sé Tú,-1.477688101432997,-0.2848358911202209,0
La bikina - En vivo,-1.477688101432997,0.27744966297732077,0
Sabor a Mi,0.23174793968492238,0.10070317359199076,1
CUFF IT,0.9616896068776105,0.4246151499550639,1
Crazy In Love (feat. Jay-Z),0.12568803932359152,0.19585539800306098,1
ALIEN SUPERSTAR,-0.5044325451760794,0.24466405197557894,0
BREAK MY SOUL,0.41891246973432905,0.5796689042414971,1
Halo,-0.7352687989036818,0.3654531451398907,0
Love On Top,0.163120945333473,0.528148658381617,1
ENERGY (feat. Beam),1.72906418008018,-0.43397344492513673,1
Perfect Duet (Ed Sheeran & Beyoncé),-0.24240220310690969,0.006290474241110229,0
Drunk in Love (feat. Jay-Z),-0.267357473780164,0.12042384186371516,0
Run the World (Girls),0.6622263587985586,0.777368603665534,1
ULALA (OOH LA LA),1.5356608323624592,0.7500061764385164,1
La Santa,0.7370921708183217,0.7066207062407227,1
Gasolina,1.4108844789961876,0.20892034073307836,1
X ÚLTIMA VEZ,1.1613317722636451,0.9035808806045701,1
"Lo Que Pasó, Pasó",1.2050034959418394,0.21015288250006112,1
Despacito,0.18183739833841372,0.6417890092974288,1
Con Calma,0.6934204471401266,1.1680843437990736,1
Tu Príncipe,0.8993014301944747,0.4712052287470128,1
Ella Me Levanto,0.8369132535113389,0.6430215510644116,1
Used (feat. Don Toliver),0.6684651764668722,0.28657047205299324,1
No Idea,0.163120945333473,0.4122897322852362,1
After Party,0.019628138962260667,-0.16133520606854704,1
"Lemonade (feat. Gunna, Don Toliver & NAV)",1.0864659602438822,0.30777019044509685,1
Do It Right,0.2255091220166088,0.1290516342325946,1
Cardigan,0.7558086238232624,0.209166849086475,1
Honest (feat. Don Toliver),1.148854136927018,0.15074436933149146,1
Mystery Lady,0.7558086238232624,-0.13964247096965018,1
Drugs N Hella Melodies (feat. Kali Uchis),-0.41085028015137565,0.13003766764618074,0
Scrape It Off (feat. Lil Uzi Vert & Don Toliver),-0.1987304794287146,0.9092505727326908,0
La Mitad,0.61231581745205,0.8991437302434322,1
Desconocidos,0.5811217291104821,0.6161521405441871,1
Aeropuerto,0.4001960167293883,0.7384202838288785,1
Índigo,0.7994803475014575,0.17933933832549176,1
Si Me Dices Que Sí,-0.2985515621217319,0.34795105204873533,0
El Mismo Aire - con Pablo Alborán,-0.8912392406115213,0.1970879397700437,0
Bebiendo Sola,-0.22992456777028253,0.41524783252599473,0
Color Esperanza 2020,-0.21744693243365537,-0.0930523921777013,0
Tattoo - Remix with Camilo,0.5935993644471093,0.5562506106688242,1
Hold Me Closer,0.2005538513433545,0.6841884460816362,1
Toxic,0.924256700867729,0.8569908018126212,1
Gimme More,1.011600148224119,1.0500068425221238,1
...Baby One More Time,0.8306744358430254,0.4056340067435292,1
Oops!...I Did It Again,0.7807638944965167,0.47983302111589227,1
My Only Wish (This Year),0.2691808456948038,0.8934740381153113,1
Womanizer,0.61231581745205,0.5335718421563412,1
Circus,1.0303166012290599,0.5362834340437034,1
Criminal,0.4376289227392698,0.5168092741253756,1
If U Seek Amy,0.5686440937738549,0.023299550625472506,1
Pepas,0.8493908888479661,0.8468839593233625,1
Diles,1.167570589931958,0.366439178553477,1
Si Se Da - Remix,1.1925258606052123,0.438419617745271,1
Fantasias,1.5793325560406541,0.781805754026672,1
Calma - Remix,1.2486752196200344,0.7517317349122923,1
On My Way,-0.6479253515472917,0.5182883242457548,0
Si Me Dices Que Sí,-0.2985515621217319,0.34795105204873533,0
Passion Whine,0.8119579828380846,0.8678371693620696,1
Color Esperanza 2020,-0.21744693243365537,-0.0930523921777013,0
Patio de la Cárcel - Tangos,1.011600148224119,0.8796695703251043,1
"All I Want - From ""High School Musical: The Musical: The Series""",-1.5587927311210736,0.1985669898904231,0
If Only,-0.9286721466214027,0.42855928360940876,0
Zero To Hero,-0.9473885996263435,-0.07604331579333902,0
I Won't Say (I'm In Love),0.36276311071950756,-0.7184440847447611,1
Gotta Go My Own Way,-0.44204436849294354,0.6467191763653598,0
Under The Influence,0.6684651764668722,0.45887981107718506,1
Superhero (Heroes & Villains) [with Future & Chris Brown],-0.6229700808740374,0.5153302240049962,0
No Guidance (feat. Drake),0.4376289227392698,0.15641406145961215,1
Nostálgico,0.6747039941351858,0.9775333866235366,1
Go Crazy,0.805719165169771,-0.37998811553129136,1
Forever,0.28789729869974456,0.7233832742716884,1
Wet The Bed (feat. Ludacris),-0.28607392678510474,-0.003569859894751976,0
Under The Influence (Body Language),-0.03652122005256155,0.26339868683371703,0
Monalisa,1.2611528549566615,0.2468826271561478,1
With You,0.2255091220166088,0.7623315941083442,1
The Color Violet,0.11944922165527794,-0.840465719676056,1
Lavender Sunflower,-0.11762584974063808,0.32675133365663156,0
Say It,-0.49819372750776575,-0.7692248055444513,0
Broke In A Minute,1.891273439456333,0.4426102597530125,1
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",1.7353029977484937,0.5340648588631343,1
Lady Of Namek,0.31285256937299893,0.5589622025561863,1
In For It,-1.5151210074428785,-0.10439177643394289,0
The Take (feat. Chris Brown),-1.009776776309479,-0.18401397458103022,0
I LIKE,0.7370921708183217,-0.7482715955057443,1
And This is Just The Intro,-0.5980148102007831,-0.4591172969715854,0
All I Want for Christmas Is You,-1.8083454378536163,-0.017867344391752117,0
Christmas (Baby Please Come Home),-0.40461146248306207,-0.013183685677217543,0
Fantasy,0.2691808456948038,-0.04868088856632148,1
Always Be My Baby,0.15064330999684583,-0.23282262855354818,1
We Belong Together,1.3173022139714838,-0.12312641129208096,1
I Know What You Want (feat. Flipmode Squad),0.13816567466021867,0.7581409521006026,1
Without You,-0.31102919745835905,-0.2794127073454966,0
Obsessed,0.7246145354816945,0.4519775771820814,1
Hero,-0.7789405225818768,-0.4879587743189821,0
O Holy Night,-1.6087032724675823,0.044992285724369356,0
Mallipoo,0.5561664584372278,0.03069480122736921,1
Enna Sona,0.5686440937738549,-0.6124454927842425,1
Rait Zara Si,-0.3921338271464356,-0.7103093090826749,0
Raanjhanaa,0.2941361163680582,-0.16059568100835733,1
Jashn-E-Bahaaraa,0.4625841934125241,-0.7601039964687789,1
"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",0.3814795637244483,-0.5323302779303624,1
Ennodu Nee Irundhaal,-2.2762567629771344,0.16208375358773305,0
Kun Faya Kun,-1.6461361784774637,-0.891739457182539,0
Tere Bina,0.7370921708183217,-0.06716901507106314,1
Kesariya,-0.3047903797900455,0.2133574910942163,0
Shayad,-0.8912392406115213,-0.06199233964973551,0
Kabira,-0.22368575010196895,0.13053068435297402,0
Tum Se Hi,-0.10514821440401093,-0.11129401032904632,0
Khairiyat,-0.5730595395275287,-0.40069481721660183,0
Tera Hone Laga Hoon,0.36276311071950756,0.5022652812749788,1
Deva Deva,-0.5418654511859609,-0.04868088856632148,0
Raabta,0.1943150336750409,-0.17686523233253013,1
Kalank (Title Track),-0.3484621034682405,-0.2347946953807204,0
Bhool Bhulaiyaa 2 Title Track,1.4420785673377554,1.1143455227586245,1
Saibo,-0.04276003772087513,-0.11745671916396028,0
Pal,-0.7227911635670546,0.09232188957650794,0
Rasiya,-0.5356266335176473,-0.036355470896493776,0
Hasi - Female Version,-0.6604029868839189,0.23480371783971674,0
Munbe Vaa,-0.10514821440401093,-0.5007772086956033,0
Main Agar Kahoon,-0.5792983571958423,-0.03216482888875226,0
Piya O Re Piya,-1.1470307650123777,0.24565008538916505,0
Samjhawan,0.1568821276651594,-0.3144168935278077,1
Chop Suey!,-1.3030012067202172,0.8584698519330006,0
Toxicity,-1.3279564773934716,0.7985683220576377,0
Lonely Day,-0.9723438702995978,1.0140166229262266,0
